_id,RSN,YEAR_REGISTERED,YEAR_EVALUATED,YEAR_BUILT,PROPERTY_TYPE,WARD,WARDNAME,SITE_ADDRESS,CONFIRMED_STOREYS,CONFIRMED_UNITS,EVALUATION_COMPLETED_ON,SCORE,RESULTS_OF_SCORE,NO_OF_AREAS_EVALUATED,ENTRANCE_LOBBY,ENTRANCE_DOORS_WINDOWS,SECURITY,STAIRWELLS,LAUNDRY_ROOMS,INTERNAL_GUARDS_HANDRAILS,GARBAGE_CHUTE_ROOMS,GARBAGE_BIN_STORAGE_AREA,ELEVATORS,STORAGE_AREAS_LOCKERS,INTERIOR_WALL_CEILING_FLOOR,INTERIOR_LIGHTING_LEVELS,GRAFFITI,EXTERIOR_CLADDING,EXTERIOR_GROUNDS,EXTERIOR_WALKWAYS,BALCONY_GUARDS,WATER_PEN_EXT_BLDG_ELEMENTS,PARKING_AREA,OTHER_FACILITIES,GRID,LATITUDE,LONGITUDE,X,Y
2150,4155260,2017,2021,1956,PRIVATE,03,Etobicoke-Lakeshore,4 CROWN HILL PL,5,32,2021-12-01,82,Evaluation needs to be conducted in 2 years,17,5,4,4,3,5,4,N/A,4,5,3,3,5,5,3,5,4,4,4,N/A,N/A,W0327,43.6379480963,-79.4907455213,305531.02,4832889.053
2151,4153425,2017,2021,1900,SOCIAL HOUSING,13,Toronto Centre,244 CHURCH ST,3,60,2021-12-01,76,Evaluation needs to be conducted in 2 years,15,3,5,5,3,3,3,N/A,4,N/A,N/A,3,3,5,4,4,4,N/A,4,N/A,4,S1332,43.6559630817,-79.377259039,314684.79,4834897.546
2152,4244929,2017,2021,1963,PRIVATE,01,Etobicoke North,70 ESTHER LORRIE DR,7,97,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,3,N/A,5,4,4,5,4,5,3,5,4,5,3,2,5,W0129,43.732279511,-79.577684699,298562.561,4843311.273
2153,4154174,2017,2021,1985,SOCIAL HOUSING,15,Don Valley West,18 THORNCLIFFE PARK DR,7,109,2021-12-01,84,Evaluation needs to be conducted in 2 years,19,5,4,4,4,4,4,4,3,4,N/A,4,4,5,5,4,4,4,5,4,5,N1533,43.7043074064,-79.3469915731,317116.28,4840272.413
2154,4154173,2017,2021,1959,PRIVATE,15,Don Valley West,22 THORNCLIFFE PARK DR,7,60,2021-12-01,78,Evaluation needs to be conducted in 2 years,18,4,4,4,3,3,4,N/A,4,3,4,3,4,5,3,4,5,5,4,4,N/A,N1533,43.7037023569,-79.3467690026,317134.342,4840205.228
2155,4153077,2017,2021,1966,PRIVATE,09,Davenport,128 SHERIDAN AVE,7,68,2021-12-01,76,Evaluation needs to be conducted in 2 years,17,4,4,5,3,4,4,N/A,4,4,N/A,3,3,5,4,4,4,3,4,3,N/A,S0933,43.6504598567,-79.434253526,310088.069,4834280.957
2156,4154166,2017,2021,1962,PRIVATE,15,Don Valley West,42 THORNCLIFFE PARK DR,6,60,2021-12-01,85,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,5,N/A,3,4,5,4,4,5,5,4,5,N/A,N1533,43.702195489,-79.343701311,317381.647,4840039.243
2157,4154757,2017,2021,1973,PRIVATE,16,Don Valley East,45 WYNFORD HEIGHTS CRES,21,346,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4,4,4,2,4,3,4,4,4,N/A,3,4,5,4,3,4,4,4,4,4,N1629,43.7269902086,-79.3255519981,318838.914,4842795.818
2158,4153509,2017,2021,1960,PRIVATE,13,Toronto Centre,88 WELLESLEY ST E,8,71,2021-11-30,86,Evaluation needs to be conducted in 3 years,18,5,5,5,3,4,3,4,4,5,N/A,4,5,5,5,4,4,4,5,3,N/A,S1322,43.6662506335,-79.3798674479,314472.745,4836040.134
2159,4153498,2017,2021,1960,PRIVATE,13,Toronto Centre,91 WELLESLEY ST E,7,61,2021-11-30,79,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,4,3,4,4,4,5,4,4,3,4,4,3,N/A,S1326,43.6656528226,-79.3795549794,314498.04,4835973.757
2160,4153597,2017,2021,1923,PRIVATE,13,Toronto Centre,214 WELLESLEY ST E,3,38,2021-11-30,87,Evaluation needs to be conducted in 3 years,15,4,4,5,4,4,4,N/A,4,N/A,N/A,4,5,5,4,4,5,N/A,5,4,N/A,S1323,43.6677644838,-79.3730310131,315023.82,4836209.126
2161,4153230,2017,2021,1965,PRIVATE,11,University-Rosedale,50 HILLSBORO AVE,24,196,2021-11-30,77,Evaluation needs to be conducted in 2 years,20,4,4,4,3,4,3,4,3,5,3,4,4,4,4,4,4,4,4,4,4,S1128,43.675830415,-79.393625247,313361.593,4837103.826
2162,4240549,2017,2021,1962,PRIVATE,05,York South-Weston,2190 WESTON RD,8,76,2021-11-30,79,Evaluation needs to be conducted in 2 years,17,5,5,4,4,4,3,N/A,3,4,N/A,4,5,5,3,4,4,4,3,3,N/A,W0524,43.703114245,-79.526528746,302646.059,4840130.027
2163,4154329,2017,2021,1979,PRIVATE,05,York South-Weston,1750 LAWRENCE AVE W,4,70,2021-11-30,77,Evaluation needs to be conducted in 2 years,20,4,4,4,4,4,4,3,3,4,3,4,4,5,3,4,4,4,3,4,5,W0528,43.7044910425,-79.4984382564,304910.354,4840281.583
2164,4154765,2017,2021,1967,PRIVATE,16,Don Valley East,25 ST DENNIS DR,17,297,2021-11-30,76,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,N/A,4,4,5,3,3,4,4,4,2,4,N1630,43.717178707,-79.332997055,318241.038,4841705.521
2165,5015812,2021,2021,1972,PRIVATE,11,University-Rosedale,44 CHARLES ST W,51,793,2021-11-30,81,Evaluation needs to be conducted in 2 years,19,4,4,5,4,4,3,4,4,4,4,4,4,5,4,4,4,N/A,4,4,4,S1136,43.6687248258,-79.3882538095,313796.026,4836314.071
2166,4153178,2017,2021,1919,PRIVATE,11,University-Rosedale,334 BLOOR ST W,3,24,2021-11-30,66,Evaluation needs to be conducted in 2 years,14,3,3,5,3,3,3,N/A,3,N/A,N/A,3,4,4,3,3,3,N/A,3,N/A,N/A,S1126,43.6668390797,-79.404253282,312505.959,4836102.924
2167,4155276,2019,2021,1957,PRIVATE,03,Etobicoke-Lakeshore,10 RIVERWOOD PKWY,3,52,2021-11-30,81,Evaluation needs to be conducted in 2 years,16,5,4,5,4,5,4,N/A,5,N/A,5,2,3,5,3,4,4,4,3,N/A,N/A,W0327,43.6390897407,-79.4882393913,305726.291,4833016.54
2168,4155291,2018,2021,1957,PRIVATE,03,Etobicoke-Lakeshore,39 RIVERWOOD PKWY,4,23,2021-11-30,73,Evaluation needs to be conducted in 2 years,16,3,4,4,3,3,4,N/A,4,N/A,4,2,3,5,4,4,4,4,3,N/A,N/A,W0327,43.6403890443,-79.4907013619,305534.583,4833160.229
2169,4153068,2017,2021,1952,PRIVATE,04,Parkdale-High Park,150 FERMANAGH AVE,5,66,2021-11-30,80,Evaluation needs to be conducted in 2 years,16,5,4,5,3,4,4,N/A,4,5,N/A,3,5,5,4,5,3,N/A,3,2,N/A,S0433,43.646685099,-79.4485785795,308932.75,4833860.844
2170,4153510,2017,2021,1963,PRIVATE,13,Toronto Centre,80 WELLESLEY ST E,12,76,2021-11-29,76,Evaluation needs to be conducted in 2 years,18,4,4,5,3,4,4,3,2,4,N/A,4,3,5,4,4,4,4,4,3,N/A,S1322,43.6661438785,-79.3802674898,314440.499,4836028.229
2171,4154665,2017,2021,1960,PRIVATE,08,Eglinton-Lawrence,225 WILSON AVE,3,20,2021-11-29,94,Evaluation needs to be conducted in 3 years,16,5,5,5,3,4,5,N/A,5,N/A,N/A,3,5,5,5,5,5,5,5,5,N/A,N0824,43.7381824127,-79.427971659,310586.433,4844026.954
2172,4155666,2017,2021,1974,PRIVATE,01,Etobicoke North,46 PANORAMA CRT,19,222,2021-11-28,57,Evaluation needs to be conducted in 1 year,19,4,2,5,3,4,4,2,4,3,3,2,2,4,3,1,1,3,2,2,N/A,W0124,43.7482299219,-79.5783390119,298475.409,4845143.751
2173,4155450,2017,2021,1976,PRIVATE,01,Etobicoke North,50 PANORAMA CRT,19,223,2021-11-28,51,Evaluation needs to be conducted in 1 year,19,5,3,5,2,2,3,2,4,3,2,2,3,1,3,2,1,2,2,1,N/A,W0124,43.7481679361,-79.577118319,298573.714,4845136.771
2174,4154636,,2021,1958,PRIVATE,06,York Centre,15 WILMINGTON AVE,3,21,2021-11-27,70,Evaluation needs to be conducted in 2 years,16,4,4,3,4,3,4,N/A,3,N/A,N/A,3,4,4,3,4,4,3,3,3,N/A,N0624,43.753413504,-79.452055484,308645.309,4845718.607
2175,4155254,2017,2021,1956,PRIVATE,03,Etobicoke-Lakeshore,2 BASKING RIDGE,4,24,2021-11-26,69,Evaluation needs to be conducted in 2 years,16,3,4,3,3,3,4,N/A,4,N/A,3,3,4,5,3,3,3,4,3,N/A,N/A,W0327,43.637708415,-79.493537791,305305.424,4832863.358
2176,4268538,2017,2021,1974,PRIVATE,05,York South-Weston,33 KING ST,27,420,2021-11-26,73,Evaluation needs to be conducted in 2 years,20,4,4,4,3,4,4,3,3,4,3,4,3,5,4,4,3,3,4,3,4,W0525,,,303250.926,4840049.806
2177,4153234,2017,2021,1966,PRIVATE,11,University-Rosedale,88 BERNARD AVE,11,82,2021-11-26,76,Evaluation needs to be conducted in 2 years,18,4,4,5,4,4,4,N/A,4,3,3,4,4,5,3,4,4,3,3,3,N/A,S1127,43.673266415,-79.401942382,312691.256,4836818.126
2178,4639099,2019,2021,2018,PRIVATE,05,York South-Weston,22 JOHN ST,31,369,2021-11-26,98,Evaluation needs to be conducted in 3 years,19,5,5,5,5,N/A,5,5,5,5,4,5,5,5,5,5,5,5,5,4,5,W0524,,,303360.889,4839990.558
2179,4154911,2017,2021,1963,PRIVATE,16,Don Valley East,111 COMBERMERE DR,7,81,2021-11-26,74,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,3,3,4,4,4,4,5,2,4,4,4,3,2,N/A,N1625,43.7587471272,-79.319372054,319329.133,4846324.826
2180,4155165,2017,2021,1960,PRIVATE,05,York South-Weston,2292 WESTON RD,8,65,2021-11-26,81,Evaluation needs to be conducted in 2 years,18,5,5,4,4,4,3,N/A,4,4,3,4,5,5,4,4,4,4,4,3,N/A,W0524,43.7048987763,-79.5296017204,302398.731,4840327.401
2181,4154280,2017,2021,1966,PRIVATE,05,York South-Weston,11 GULLIVER RD,6,42,2021-11-26,82,Evaluation needs to be conducted in 2 years,18,5,5,5,4,4,5,N/A,4,5,3,4,4,5,3,4,4,3,3,4,N/A,W0529,43.6988301169,-79.4762162668,306701.52,4839652.882
2182,4154858,2017,2021,1962,PRIVATE,16,Don Valley East,85 BARTLEY DR,4,15,2021-11-26,67,Evaluation needs to be conducted in 2 years,17,4,4,3,3,3,4,N/A,3,N/A,3,4,3,5,3,3,3,3,3,3,N/A,N1631,43.722088465,-79.306514169,320373.704,4842255.579
2183,4155303,2017,2021,1973,PRIVATE,03,Etobicoke-Lakeshore,24 MABELLE AVE,36,540,2021-11-25,94,Evaluation needs to be conducted in 3 years,19,5,5,5,5,4,5,5,5,5,4,4,5,5,5,4,4,5,5,4,N/A,W0321,43.6465857177,-79.5271471882,302594.209,4833849.039
2184,4154877,2017,2021,1959,PRIVATE,16,Don Valley East,10 ELVASTON DR,3,20,2021-11-25,68,Evaluation needs to be conducted in 2 years,17,4,4,3,4,3,3,N/A,4,N/A,3,3,3,5,3,3,3,3,4,3,N/A,N1628,43.7305607276,-79.3055621564,320448.469,4843196.023
2185,4264913,2017,2021,1971,PRIVATE,03,Etobicoke-Lakeshore,1286 ISLINGTON AVE,8,77,2021-11-25,87,Evaluation needs to be conducted in 3 years,18,4,5,5,4,4,5,N/A,4,4,4,4,5,5,4,4,4,5,4,4,N/A,W0321,43.64846976,-79.525809494,302701.915,4834059.277
2186,4155264,2017,2021,1962,PRIVATE,03,Etobicoke-Lakeshore,8 CROWN HILL PL,4,35,2021-11-25,70,Evaluation needs to be conducted in 2 years,16,4,4,5,3,2,3,N/A,4,N/A,4,3,2,5,2,4,4,4,3,N/A,N/A,W0327,43.63895874,-79.491216297,305492.78,4833002.28
2187,4153222,2017,2021,1968,PRIVATE,11,University-Rosedale,206 ST GEORGE ST,11,105,2021-11-25,75,Evaluation needs to be conducted in 2 years,17,3,4,5,4,3,4,N/A,4,3,N/A,4,3,5,3,4,4,4,3,4,N/A,S1127,43.670727396,-79.401650658,312715.094,4836536.086
2188,4155472,2017,2021,1959,PRIVATE,03,Etobicoke-Lakeshore,66 STATION RD,3,16,2021-11-25,84,Evaluation needs to be conducted in 2 years,16,4,5,5,4,4,5,N/A,3,N/A,4,4,4,5,4,4,4,5,3,N/A,N/A,W0336,43.6157071247,-79.4949147117,305194.768,4830418.188
2189,4154349,2017,2021,1960,PRIVATE,05,York South-Weston,2432 KEELE ST,3,12,2021-11-25,88,Evaluation needs to be conducted in 3 years,15,4,4,5,5,3,5,N/A,4,N/A,N/A,4,4,5,5,4,5,N/A,5,4,N/A,W0526,43.7111056713,-79.4789091508,306484.133,4841016.599
2190,4166992,2017,2021,1971,PRIVATE,03,Etobicoke-Lakeshore,1294 ISLINGTON AVE,8,77,2021-11-25,84,Evaluation needs to be conducted in 2 years,18,4,5,5,4,4,5,N/A,4,4,4,3,5,5,4,4,4,5,4,3,N/A,W0321,43.648974484,-79.526198661,302670.539,4834115.36
2191,4154286,2017,2021,1954,PRIVATE,05,York South-Weston,150 CULFORD RD,5,110,2021-11-25,72,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,3,4,3,4,2,4,4,5,3,4,3,3,3,3,N/A,W0529,43.705053002,-79.488084842,305744.52,4840345.009
2192,4155874,,2021,1955,PRIVATE,03,Etobicoke-Lakeshore,5 BIRCHLEA AVE,3,13,2021-11-24,71,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,4,N/A,3,N/A,N/A,3,5,5,3,3,3,N/A,3,3,N/A,W0334,43.592642046,-79.527957262,302531.131,4827854.897
2193,4153726,2017,2021,1992,SOCIAL HOUSING,19,Beaches-East York,20 TRENT AVE,8,111,2021-11-24,92,Evaluation needs to be conducted in 3 years,19,5,3,5,5,5,5,5,5,5,N/A,4,5,5,4,4,4,5,4,4,5,S1933,43.688688452,-79.296041897,321226.558,4838546.955
2194,4153209,2017,2021,1968,PRIVATE,11,University-Rosedale,149 ST GEORGE ST,7,48,2021-11-24,74,Evaluation needs to be conducted in 2 years,17,4,3,5,3,3,4,N/A,4,3,N/A,4,4,5,3,4,4,3,3,4,N/A,S1127,43.669299729,-79.400091636,312840.999,4836377.628
2195,4495076,,2021,1955,PRIVATE,03,Etobicoke-Lakeshore,7 BIRCHLEA AVE,3,13,2021-11-24,71,Evaluation needs to be conducted in 2 years,15,3,4,5,3,3,4,N/A,3,N/A,N/A,3,5,5,3,3,3,N/A,3,3,N/A,W0334,43.592625398,-79.528050439,302525.459,4827853.111
2196,4153684,2017,2021,1961,PRIVATE,19,Beaches-East York,191 KENILWORTH AVE,4,31,2021-11-24,85,Evaluation needs to be conducted in 2 years,19,5,3,3,5,5,3,5,4,5,3,3,4,5,5,4,5,5,5,4,N/A,S1938,43.6721092112,-79.3028387259,320683.239,4836702.795
2197,4154762,2017,2021,1966,PRIVATE,16,Don Valley East,45 GRENOBLE DR,28,217,2021-11-24,77,Evaluation needs to be conducted in 2 years,19,4,4,4,4,3,4,4,4,4,N/A,3,4,5,4,4,4,2,4,4,4,N1630,43.716030297,-79.330923583,318408.386,4841578.281
2198,4155625,2017,2021,1970,TCHC,05,York South-Weston,20-50 FALSTAFF AVE,19,224,2021-11-24,81,Evaluation needs to be conducted in 2 years,19,4,4,5,2,4,4,4,3,4,N/A,4,4,4,4,3,5,5,5,4,5,W0522,43.716053068,-79.505965893,304399.131,4841621.154
2199,4154768,2017,2021,1969,PRIVATE,16,Don Valley East,10 GRENOBLE DR,17,284,2021-11-24,68,Evaluation needs to be conducted in 2 years,19,3,3,2,4,4,4,4,3,3,4,3,4,2,3,4,4,4,4,3,N/A,N1630,43.716421355,-79.334404294,318127.81,4841621.149
2200,4154910,2017,2021,1963,PRIVATE,16,Don Valley East,121 COMBERMERE DR,8,66,2021-11-24,79,Evaluation needs to be conducted in 2 years,19,4,4,4,4,4,4,4,3,4,4,4,4,5,4,4,4,5,4,2,N/A,N1625,43.7593614541,-79.318888833,319367.896,4846393.16
2201,4153207,2017,2021,1968,PRIVATE,11,University-Rosedale,20 PRINCE ARTHUR AVE,23,193,2021-11-24,81,Evaluation needs to be conducted in 2 years,20,5,4,5,4,3,3,4,4,4,4,4,4,5,4,4,4,4,4,4,4,S1127,43.6698986965,-79.3965574738,313126.188,4836443.565
2202,4154857,2017,2021,1962,PRIVATE,16,Don Valley East,80 BARTLEY DR,3,10,2021-11-24,59,Evaluation needs to be conducted in 1 year,15,3,3,4,3,3,2,N/A,2,N/A,N/A,3,3,5,2,3,3,N/A,2,3,N/A,N1631,43.722615158,-79.306619676,320365.066,4842314.073
2203,4226533,2017,2021,1958,PRIVATE,03,Etobicoke-Lakeshore,60 FIFTEENTH ST,3,11,2021-11-24,88,Evaluation needs to be conducted in 3 years,15,4,5,5,4,5,5,N/A,4,N/A,N/A,5,5,5,3,4,5,N/A,3,4,N/A,W0335,43.6011294552,-79.5152006499,303557.209,4828798.737
2204,4356727,2018,2021,1952,PRIVATE,03,Etobicoke-Lakeshore,176 BERRY RD,4,29,2021-11-23,72,Evaluation needs to be conducted in 2 years,18,4,5,5,3,4,3,N/A,3,3,4,3,3,5,3,4,3,3,3,4,N/A,W0327,43.636561238,-79.493053522,305320.673,4832716.888
2205,4154192,2017,2021,1962,PRIVATE,15,Don Valley West,972 EGLINTON AVE E,6,49,2021-11-23,79,Evaluation needs to be conducted in 2 years,17,4,5,4,4,4,4,N/A,4,4,N/A,3,4,4,4,4,4,4,4,3,N/A,N1529,43.715531981,-79.357969447,316229.097,4841518.849
2206,4171461,2017,2021,1970,PRIVATE,15,Don Valley West,88 ERSKINE AVE,27,491,2021-11-23,86,Evaluation needs to be conducted in 3 years,20,5,5,5,4,5,3,4,4,5,4,4,4,5,4,4,4,4,4,4,5,N1526,,,313175.228,4841121.864
2207,4153446,2017,2021,1920,PRIVATE,13,Toronto Centre,80-82 PEMBROKE ST,4,11,2021-11-23,76,Evaluation needs to be conducted in 2 years,14,3,4,5,3,3,4,N/A,4,N/A,N/A,3,4,5,3,4,4,N/A,4,N/A,N/A,S1328,43.6590517197,-79.3730588983,315023.047,4835241.178
2208,4155441,2017,2021,1962,PRIVATE,01,Etobicoke North,39 LEDUC DR,3,13,2021-11-23,60,Evaluation needs to be conducted in 1 year,16,3,2,5,3,3,3,N/A,3,N/A,N/A,2,1,5,2,5,2,5,2,2,N/A,W0130,43.7183839907,-79.5579415318,300115.746,4841826.716
2209,4255508,2018,2021,1955,PRIVATE,19,Beaches-East York,55 LEE AVE,3,12,2021-11-23,83,Evaluation needs to be conducted in 2 years,16,5,5,3,5,3,3,N/A,5,N/A,N/A,4,5,5,5,3,3,5,5,2,N/A,S1942,43.669187774,-79.297155486,321142.042,4836380.305
2210,4154450,2019,2021,1958,PRIVATE,06,York Centre,2 DORADO CRT,4,87,2021-11-23,58,Evaluation needs to be conducted in 1 year,17,3,3,3,3,2,3,N/A,2,3,2,3,3,5,3,3,2,N/A,3,3,N/A,N0627,43.7384416423,-79.4861508679,305900.09,4844053.338
2211,4156652,2017,2021,1954,PRIVATE,03,Etobicoke-Lakeshore,134 BERRY RD,4,22,2021-11-23,81,Evaluation needs to be conducted in 2 years,16,4,5,5,4,5,3,N/A,4,N/A,N/A,4,5,5,3,5,4,3,3,3,N/A,W0327,43.6381743577,-79.485853087,,
2212,4156653,2017,2021,1954,PRIVATE,03,Etobicoke-Lakeshore,136 BERRY RD,4,22,2021-11-23,80,Evaluation needs to be conducted in 2 years,16,4,5,5,3,5,3,N/A,4,N/A,N/A,4,5,5,3,5,4,3,3,3,N/A,W0327,43.6383246227,-79.4863398937,,
2213,4156650,2017,2021,1954,PRIVATE,03,Etobicoke-Lakeshore,138 BERRY RD,4,22,2021-11-23,81,Evaluation needs to be conducted in 2 years,16,4,5,5,4,5,3,N/A,4,N/A,N/A,4,5,5,3,5,4,3,3,3,N/A,W0327,43.638038087,-79.4865149575,,
2214,4155353,2017,2021,1994,TCHC,02,Etobicoke Centre,1025 SCARLETT RD,11,128,2021-11-23,67,Evaluation needs to be conducted in 2 years,18,3,3,5,2,3,4,2,3,3,N/A,4,5,5,3,4,1,N/A,4,2,4,W0224,43.7006762308,-79.5253118023,302744.324,4839858.199
2215,4154201,2017,2021,1950,PRIVATE,15,Don Valley West,896 EGLINTON AVE E,4,43,2021-11-23,81,Evaluation needs to be conducted in 2 years,16,4,4,5,4,4,3,N/A,4,N/A,N/A,2,5,5,5,4,4,5,4,3,N/A,N1529,43.7142674187,-79.3630347401,315821.427,4841376.723
2216,4154194,2017,2021,1954,PRIVATE,15,Don Valley West,964 EGLINTON AVE E,3,12,2021-11-23,73,Evaluation needs to be conducted in 2 years,15,3,3,3,4,4,4,N/A,4,N/A,N/A,4,3,5,4,3,4,N/A,4,3,N/A,N1529,43.715197605,-79.359028944,316143.785,4841481.559
2217,4155486,2017,2021,1965,PRIVATE,03,Etobicoke-Lakeshore,4 SUPERIOR AVE,7,55,2021-11-23,68,Evaluation needs to be conducted in 2 years,17,4,4,5,3,3,4,N/A,2,4,3,3,3,5,3,3,3,3,3,N/A,N/A,W0336,43.614181524,-79.487650972,305708.681,4830306.617
2218,4153518,2017,2021,1927,PRIVATE,13,Toronto Centre,16 ST JOSEPH ST,4,37,2021-11-23,66,Evaluation needs to be conducted in 2 years,16,3,4,5,3,3,3,N/A,2,4,3,3,3,5,3,3,3,N/A,3,N/A,N/A,S1321,43.6663961492,-79.3863015962,313953.812,4836055.585
2219,4153537,2017,2021,1965,PRIVATE,13,Toronto Centre,25 ST MARY ST,25,260,2021-11-23,86,Evaluation needs to be conducted in 3 years,20,5,4,5,4,5,4,4,4,5,5,4,4,5,3,5,5,3,4,4,4,S1321,43.6673389354,-79.3871538262,313884.939,4836160.227
2220,4155560,2017,2021,1968,PRIVATE,03,Etobicoke-Lakeshore,6 TWENTY FOURTH ST,7,81,2021-11-23,88,Evaluation needs to be conducted in 3 years,18,5,5,5,4,4,5,N/A,4,4,4,4,5,5,4,4,5,5,4,3,N/A,W0334,43.5975229121,-79.5232617105,302906.316,4828398.191
2221,4155435,2017,2021,1964,PRIVATE,01,Etobicoke North,3 TORBOLTON DR,3,18,2021-11-23,68,Evaluation needs to be conducted in 2 years,16,3,3,5,3,4,3,N/A,2,N/A,N/A,3,4,5,2,5,3,3,4,2,N/A,W0130,43.7183341161,-79.5583853211,300079.983,4841821.201
2222,4153208,2017,2021,1960,PRIVATE,11,University-Rosedale,145 ST GEORGE ST,12,130,2021-11-23,82,Evaluation needs to be conducted in 2 years,19,5,5,5,4,4,3,4,4,4,4,4,5,5,3,4,4,3,4,4,N/A,S1127,43.669080493,-79.399842813,312861.092,4836353.297
2223,4155327,2017,2021,1966,PRIVATE,02,Etobicoke Centre,289 THE KINGSWAY,17,73,2021-11-23,88,Evaluation needs to be conducted in 3 years,17,5,5,5,3,5,4,N/A,2,5,5,5,5,5,3,5,5,4,4,N/A,N/A,W0229,43.663190582,-79.519535276,303208.491,4835694.511
2224,4153501,2017,2021,1965,PRIVATE,13,Toronto Centre,100 MAITLAND ST,18,102,2021-11-23,86,Evaluation needs to be conducted in 3 years,19,4,4,5,4,4,5,4,4,4,4,4,4,5,4,5,5,5,5,3,N/A,S1326,43.6650800354,-79.3796817748,314487.904,4835910.112
2225,4154132,2017,2021,1970,PRIVATE,14,Toronto-Danforth,1175 BROADVIEW AVE,12,134,2021-11-23,91,Evaluation needs to be conducted in 3 years,19,5,5,5,3,5,5,4,5,5,3,4,5,5,4,5,5,5,4,4,N/A,S1421,43.6890416008,-79.3545084305,316513.471,4838575.397
2226,4168798,2017,2021,1956,PRIVATE,03,Etobicoke-Lakeshore,170 BERRY RD,4,22,2021-11-23,80,Evaluation needs to be conducted in 2 years,16,4,5,5,4,4,3,N/A,5,N/A,N/A,4,4,5,3,4,4,4,3,3,N/A,W0327,,,305421.0121,4832761.998
2227,4154047,2017,2021,1962,PRIVATE,19,Beaches-East York,11 GLENBURN AVE,6,58,2021-11-22,82,Evaluation needs to be conducted in 2 years,17,5,3,5,5,4,5,N/A,5,5,N/A,3,5,3,4,3,5,3,4,3,N/A,S1927,43.7071746852,-79.2972112317,321127.574,4840599.535
2228,4153506,2017,2021,1940,PRIVATE,13,Toronto Centre,83 GLOUCESTER ST,3,27,2021-11-22,79,Evaluation needs to be conducted in 2 years,15,4,4,5,4,3,4,N/A,4,N/A,4,4,3,5,3,4,4,N/A,4,N/A,N/A,S1322,43.6673333722,-79.3809735781,314383.363,4836160.296
2229,4269261,2018,2021,2007,SOCIAL HOUSING,01,Etobicoke North,68 BERGAMOT AVE,4,68,2021-11-22,74,Evaluation needs to be conducted in 2 years,17,4,5,3,4,4,5,2,3,3,N/A,3,4,5,4,3,4,N/A,4,3,N/A,W0130,43.716943462,-79.557813582,300125.675,4841667.635
2230,4154038,2017,2021,1959,PRIVATE,19,Beaches-East York,540 DAWES RD,4,43,2021-11-22,79,Evaluation needs to be conducted in 2 years,18,5,3,5,5,3,5,N/A,4,5,5,3,4,5,3,3,3,5,3,2,N/A,S1927,43.7059714885,-79.2960157018,321224.25,4840466.096
2231,4153547,2017,2021,1915,PRIVATE,13,Toronto Centre,44 HUNTLEY ST,3,26,2021-11-22,74,Evaluation needs to be conducted in 2 years,14,4,4,5,3,4,3,N/A,4,N/A,N/A,4,3,5,3,3,3,N/A,4,N/A,N/A,S1322,43.6700579538,-79.378947526,314546.31,4836463.217
2232,4153532,2017,2021,1965,PRIVATE,13,Toronto Centre,55 ISABELLA ST,12,82,2021-11-22,84,Evaluation needs to be conducted in 2 years,18,4,5,5,4,4,4,4,4,5,N/A,4,5,5,4,4,4,4,4,3,N/A,S1322,43.667777746,-79.383098557,314211.655,4836210.379
2233,4153579,2017,2021,1891,SOCIAL HOUSING,13,Toronto Centre,434 GERRARD ST E,3,16,2021-11-22,79,Evaluation needs to be conducted in 2 years,14,3,4,5,3,4,4,N/A,4,N/A,N/A,3,4,5,4,4,4,N/A,4,N/A,N/A,S1327,43.663410889,-79.361416269,315961.044,4835727.915
2234,4153538,2017,2021,1958,PRIVATE,13,Toronto Centre,55 CHARLES ST E,9,75,2021-11-22,77,Evaluation needs to be conducted in 2 years,14,3,4,5,3,4,4,N/A,3,N/A,N/A,3,4,5,4,4,4,N/A,4,N/A,N/A,S1322,43.668892352,-79.383528461,314176.813,4836334.156
2235,4155432,2017,2021,1960,PRIVATE,01,Etobicoke North,30 TORBOLTON DR,3,16,2021-11-22,64,Evaluation needs to be conducted in 1 year,17,3,3,3,3,2,2,N/A,3,N/A,4,3,3,5,4,3,2,4,4,3,N/A,W0130,43.7195346832,-79.5587174372,300053.318,4841954.599
2236,5025293,2021,2021,1950,PRIVATE,16,Don Valley East,11 WINGREEN CRT,3,11,2021-11-22,79,Evaluation needs to be conducted in 2 years,17,4,4,4,4,4,4,N/A,4,N/A,4,3,4,5,3,4,4,4,4,4,N/A,N1624,43.738740299,-79.3434691076,,
2237,5025280,2021,2021,1960,PRIVATE,16,Don Valley East,10 WINGREEN CRT,3,11,2021-11-22,78,Evaluation needs to be conducted in 2 years,17,4,4,4,3,3,4,N/A,4,N/A,4,4,4,5,4,4,4,4,4,3,N/A,N1624,43.7389927297,-79.3435489971,,
